,loss,mask_loss,x0_loss,x1_loss,mask_accuracy,x0_mae,x1_mae,val_loss,val_mask_loss,val_x0_loss,val_x1_loss,val_mask_accuracy,val_x0_mae,val_x1_mae
397,0.1314980536699295,0.029644491150975227,0.005181341432034969,0.00500528747215867,0.9874477386474609,0.005183823872357607,0.005011334549635649,0.666996419429779,0.17169620096683502,0.027858734130859375,0.021681467071175575,0.9519332051277161,0.027872897684574127,0.021698685362935066
398,0.13794486224651337,0.0294432882219553,0.005926146637648344,0.004925149958580732,0.9874451756477356,0.0059289210475981236,0.004930803552269936,0.649580717086792,0.1734454184770584,0.02658589743077755,0.021038902923464775,0.9525002837181091,0.02660762518644333,0.0210463497787714
399,0.1324698030948639,0.028270989656448364,0.005383491516113281,0.005037538707256317,0.987923800945282,0.005385665688663721,0.005035244394093752,0.6382210850715637,0.1689997762441635,0.02539740689098835,0.021533118560910225,0.9528316259384155,0.025413833558559418,0.021534262225031853
400,0.1336219310760498,0.02842855639755726,0.005366556346416473,0.005154378712177277,0.9878771305084229,0.005372387822717428,0.00515552656725049,0.6528250575065613,0.17059633135795593,0.026044633239507675,0.022186703979969025,0.9525638818740845,0.026058435440063477,0.02220986969769001
401,0.1415998935699463,0.030020004138350487,0.005927259102463722,0.00523237744346261,0.9873355031013489,0.005931394174695015,0.005240652244538069,0.650460958480835,0.17244726419448853,0.0263519287109375,0.021455129608511925,0.9525580406188965,0.026356002315878868,0.021469678729772568
402,0.13649974763393402,0.02911347895860672,0.0052981809712946415,0.005441954825073481,0.9876331090927124,0.005295714363455772,0.005444511771202087,0.6650912165641785,0.17827481031417847,0.02791341207921505,0.02077484130859375,0.9513606429100037,0.02791859395802021,0.02078421227633953
403,0.13249336183071136,0.02899993769824505,0.005423141177743673,0.004928010981529951,0.9875807166099548,0.00542459124699235,0.004931412171572447,0.6404061317443848,0.16939781606197357,0.027099609375,0.020007451996207237,0.9534590840339661,0.027126038447022438,0.020019419491291046
404,0.13389523327350616,0.02822999097406864,0.005449815187603235,0.0051182834431529045,0.9879918098449707,0.005456677637994289,0.005121695809066296,0.653045654296875,0.1715664118528366,0.0268741175532341,0.021278806030750275,0.9528973698616028,0.026886984705924988,0.021303478628396988
405,0.12617701292037964,0.027365706861019135,0.005156286060810089,0.004726091865450144,0.9883193373680115,0.005161663983017206,0.004737027920782566,0.640073835849762,0.17162902653217316,0.02652655728161335,0.020324282348155975,0.9530395269393921,0.026553690433502197,0.020345188677310944
406,0.13286630809307098,0.02819124609231949,0.005393635015934706,0.005075252614915371,0.9879292845726013,0.005391423124819994,0.005088880658149719,0.640259325504303,0.17418812215328217,0.027045778930187225,0.019570032134652138,0.9523268342018127,0.02705405093729496,0.019577190279960632
407,0.1360359936952591,0.02950725145637989,0.005334391724318266,0.005320259835571051,0.9874049425125122,0.0053397719748318195,0.005319040268659592,0.7004231810569763,0.17582941055297852,0.029133690521121025,0.0233323834836483,0.9515082836151123,0.02915329486131668,0.023343535140156746
408,0.12772171199321747,0.028870409354567528,0.0047938027419149876,0.005092649720609188,0.9876997470855713,0.004797876812517643,0.005092337727546692,0.6715004444122314,0.17586110532283783,0.02724117785692215,0.02233378030359745,0.9521338939666748,0.027268994599580765,0.022352466359734535
409,0.12683288753032684,0.028349759057164192,0.005169608164578676,0.004680142272263765,0.9878948330879211,0.005177898332476616,0.0046862349845469,0.6687257289886475,0.17730797827243805,0.0278905238956213,0.021261850371956825,0.9514570832252502,0.02790866233408451,0.021270815283060074
410,0.12579214572906494,0.027755126357078552,0.005269715096801519,0.004535010550171137,0.9881670475006104,0.005273590795695782,0.004539224319159985,0.6543253660202026,0.17699986696243286,0.02689700573682785,0.020837996155023575,0.9520543217658997,0.026911044493317604,0.02085362747311592
411,0.1318143606185913,0.028630366548895836,0.005050023552030325,0.005270062014460564,0.9877385497093201,0.005051888525485992,0.005274615716189146,0.6780686378479004,0.1835787147283554,0.02669270895421505,0.022760603576898575,0.950724720954895,0.026714453473687172,0.022773681208491325
412,0.1291501522064209,0.02838711626827717,0.005120190791785717,0.004957517143338919,0.9878649711608887,0.0051265256479382515,0.004969909321516752,0.6691019535064697,0.17731799185276031,0.0276769008487463,0.02150980569422245,0.952277660369873,0.027681661769747734,0.021519280970096588
413,0.13315679132938385,0.029144328087568283,0.005289887078106403,0.005112561397254467,0.9876052141189575,0.0052932086400687695,0.005117412656545639,0.6827110052108765,0.17658719420433044,0.0275717843323946,0.023053910583257675,0.9527171850204468,0.02759484201669693,0.023063210770487785
414,0.126871258020401,0.02800910174846649,0.005226106382906437,0.004661401268094778,0.9881156086921692,0.005231962073594332,0.004661165177822113,0.6632317900657654,0.17535746097564697,0.02729034423828125,0.0214979387819767,0.9526249170303345,0.027320196852087975,0.02151361294090748
415,0.12763839960098267,0.027308376505970955,0.005249110050499439,0.004785335622727871,0.9883806705474854,0.005253567826002836,0.004788604099303484,0.6617797613143921,0.17362387478351593,0.02756754495203495,0.021253373473882675,0.9526190161705017,0.02758018486201763,0.021276989951729774
416,0.12985150516033173,0.027964212000370026,0.005151401739567518,0.005038434639573097,0.9880855083465576,0.005153440870344639,0.005047323647886515,0.6789542436599731,0.17480723559856415,0.02843560092151165,0.0219862200319767,0.9529206156730652,0.028451815247535706,0.02199651300907135
417,0.12501326203346252,0.02804618701338768,0.00494919391348958,0.004748777952045202,0.9880459904670715,0.004953875206410885,0.004754056688398123,0.667236328125,0.175543874502182,0.0263527762144804,0.022826088592410088,0.9525429606437683,0.026365002617239952,0.02283848449587822
418,0.11960361152887344,0.026870865374803543,0.004879778251051903,0.004394878167659044,0.9885541200637817,0.004884995985776186,0.004403233993798494,0.651862621307373,0.17740574479103088,0.02742597833275795,0.020025040954351425,0.9531391263008118,0.02745525911450386,0.020028244704008102
419,0.12564952671527863,0.027759302407503128,0.0048139458522200584,0.004976503551006317,0.9881956577301025,0.004817699547857046,0.004983555991202593,0.6391235589981079,0.1725979447364807,0.025309668853878975,0.021351708099246025,0.9530884027481079,0.025325335562229156,0.021364040672779083
420,0.13375286757946014,0.02828758955001831,0.005801345221698284,0.004746610298752785,0.9879485368728638,0.0058060213923454285,0.0047461469657719135,0.6514699459075928,0.17496846616268158,0.0268435999751091,0.0208163782954216,0.952603280544281,0.026864780113101006,0.020833861082792282
